X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
52500,-20400,2070,45,138,-3
55500,-20400,2070,43,144,-12
58500,-20400,2070,10,76,-14
61600,-20400,2070,-20,32,-10
64600,-20400,2070,-18,33,-12
67600,-20400,2070,-1,19,-9
70600,-20400,2070,27,69,-15
73700,-20400,2070,2,54,-21
76700,-20400,2070,-32,51,-13
79700,-20400,2070,0,0,0
82700,-20400,2070,0,0,0
85800,-20400,2070,-4,59,-1
88800,-20400,2070,0,0,0
91800,-20400,2070,-2,91,-4
94800,-20400,2070,-32,124,-8
97900,-20400,2070,-51,111,-9
101000,-20400,2070,-52,84,-6
104000,-20400,2070,14,89,-4
107000,-20400,2070,66,169,0
110000,-20400,2070,56,222,-3
113000,-20400,2070,31,322,-29
-26200,-17400,2070,-3,358,-3
-23200,-17400,2070,-6,258,-2
-20200,-17400,2070,-14,275,1
-17100,-17400,2070,-16,268,6
-14100,-17400,2070,-13,263,7
-11100,-17400,2070,0,124,7
-8050,-17400,2070,0,0,0
-5030,-17400,2070,-10,120,-3
-2000,-17400,2070,0,0,0
1030,-17400,2070,0,0,0
4050,-17400,2070,2,85,6
7080,-17400,2070,31,86,-8
10100,-17400,2070,0,0,0
13100,-17400,2070,0,0,0
16200,-17400,2070,-10,17,10
19200,-17400,2070,0,0,0
22200,-17400,2070,-38,95,-2
25200,-17400,2070,-22,53,3
28300,-17400,2070,0,0,0
31300,-17400,2070,-7,17,-3
34300,-17400,2070,0,0,0
37300,-17400,2070,0,0,0
40400,-17400,2070,0,25,-11
43400,-17400,2070,17,13,-4
46400,-17400,2070,0,0,0
49400,-17400,2070,3,9,4
52500,-17400,2070,28,95,13
55500,-17400,2070,39,163,2
58500,-17400,2070,21,176,-9
61600,-17400,2070,-31,137,-11
64600,-17400,2070,-31,16,-1
67600,-17400,2070,0,0,0
70600,-17400,2070,14,103,-7
73700,-17400,2070,11,118,-10
76700,-17400,2070,25,60,-4
79700,-17400,2070,0,0,0
82700,-17400,2070,-18,72,2
85800,-17400,2070,4,26,0
88800,-17400,2070,0,0,0
91800,-17400,2070,-27,103,8
94800,-17400,2070,-46,153,1
97900,-17400,2070,-47,128,-1
101000,-17400,2070,-22,50,0
104000,-17400,2070,0,0,0
107000,-17400,2070,71,130,-6
110000,-17400,2070,46,263,-3
113000,-17400,2070,16,309,-17
-26200,-14400,2070,-1,337,2
-23200,-14400,2070,-2,280,1
-20200,-14400,2070,-8,251,1
-17100,-14400,2070,-6,261,3
-14100,-14400,2070,2,223,4
-11100,-14400,2070,7,110,0
-8050,-14400,2070,0,0,0
-5030,-14400,2070,-1,69,-1
-2000,-14400,2070,34,10,8
1030,-14400,2070,0,0,0
4050,-14400,2070,0,0,0
7080,-14400,2070,31,52,4
10100,-14400,2070,41,66,1
13100,-14400,2070,-5,20,-16
16200,-14400,2070,0,0,0
19200,-14400,2070,-21,49,-12
22200,-14400,2070,-35,96,1
25200,-14400,2070,0,0,0
28300,-14400,2070,-23,41,-1
31300,-14400,2070,0,0,0
34300,-14400,2070,-12,48,-10
37300,-14400,2070,0,0,0
40400,-14400,2070,12,30,-8
43400,-14400,2070,23,47,-3
46400,-14400,2070,12,17,-1
49400,-14400,2070,0,0,0
52500,-14400,2070,13,23,5
55500,-14400,2070,31,112,7
58500,-14400,2070,33,213,-1
61600,-14400,2070,18,181,-7
64600,-14400,2070,0,0,0
67600,-14400,2070,0,0,0
70600,-14400,2070,-18,121,1
73700,-14400,2070,-29,104,3
76700,-14400,2070,24,47,2
79700,-14400,2070,38,37,1
82700,-14400,2070,-2,20,2
85800,-14400,2070,-14,42,6
88800,-14400,2070,0,0,0
91800,-14400,2070,-21,82,15
94800,-14400,2070,-22,138,16
97900,-14400,2070,-30,86,6
101000,-14400,2070,0,0,0
104000,-14400,2070,0,0,0
107000,-14400,2070,-38,153,-4
110000,-14400,2070,-18,269,-10
113000,-14400,2070,-6,313,-2
-26200,-11400,2070,-6,333,2
-23200,-11400,2070,-9,287,5
-20200,-11400,2070,-3,282,7
-17100,-11400,2070,1,216,6
-14100,-11400,2070,9,190,8
-11100,-11400,2070,17,120,2
-8050,-11400,2070,-7,63,-4
-5030,-11400,2070,17,44,0
-2000,-11400,2070,0,0,0
1030,-11400,2070,0,0,0
4050,-11400,2070,1,20,-7
7080,-11400,2070,0,0,0
10100,-11400,2070,0,0,0
13100,-11400,2070,-4,63,2
16200,-11400,2070,0,0,0
19200,-11400,2070,-48,106,-8
22200,-11400,2070,-19,58,-1
25200,-11400,2070,0,0,0
28300,-11400,2070,0,0,0
31300,-11400,2070,0,0,0
34300,-11400,2070,-35,84,-10
37300,-11400,2070,-10,22,-3
40400,-11400,2070,16,11,-1
43400,-11400,2070,54,89,-8
46400,-11400,2070,0,0,0
49400,-11400,2070,15,27,8
52500,-11400,2070,0,0,0
55500,-11400,2070,22,79,4
58500,-11400,2070,45,213,0
61600,-11400,2070,39,197,2
64600,-11400,2070,-9,50,0
67600,-11400,2070,-46,41,-7
70600,-11400,2070,-39,141,-7
73700,-11400,2070,-1,11,-1
76700,-11400,2070,0,0,0
79700,-11400,2070,0,0,0
82700,-11400,2070,0,0,0
85800,-11400,2070,-4,62,-3
88800,-11400,2070,0,0,0
91800,-11400,2070,0,0,0
94800,-11400,2070,6,10,6
97900,-11400,2070,-3,8,1
101000,-11400,2070,0,0,0
104000,-11400,2070,0,0,0
107000,-11400,2070,-36,192,2
110000,-11400,2070,-41,280,1
113000,-11400,2070,-21,347,23
-26200,-8340,2070,-6,335,6
-23200,-8340,2070,-3,232,10
-20200,-8340,2070,-9,227,8
-17100,-8340,2070,-14,190,10
-14100,-8340,2070,-3,127,14
-11100,-8340,2070,4,82,21
-8050,-8340,2070,0,0,0
-5030,-8340,2070,0,0,0
-2000,-8340,2070,0,0,0
1030,-8340,2070,0,0,0
4050,-8340,2070,5,18,11
7080,-8340,2070,-10,14,1
10100,-8340,2070,-12,19,1
13100,-8340,2070,6,56,7
16200,-8340,2070,-63,83,7
19200,-8340,2070,-51,97,-5
22200,-8340,2070,0,0,0
25200,-8340,2070,6,19,2
28300,-8340,2070,0,0,0
31300,-8340,2070,-28,54,-3
34300,-8340,2070,-31,86,-2
37300,-8340,2070,0,0,0
40400,-8340,2070,0,0,0
43400,-8340,2070,-8,38,-5
46400,-8340,2070,14,75,-13
49400,-8340,2070,0,0,0
52500,-8340,2070,2,21,-8
55500,-8340,2070,0,0,0
58500,-8340,2070,35,177,3
61600,-8340,2070,38,211,2
64600,-8340,2070,6,100,-2
67600,-8340,2070,0,0,0
70600,-8340,2070,4,160,8
73700,-8340,2070,0,0,0
76700,-8340,2070,0,0,0
79700,-8340,2070,0,0,0
82700,-8340,2070,0,0,0
85800,-8340,2070,-7,64,-2
88800,-8340,2070,3,0,-3
91800,-8340,2070,39,28,-17
94800,-8340,2070,-14,92,-22
97900,-8340,2070,0,0,0
101000,-8340,2070,0,0,0
104000,-8340,2070,-23,55,-1
107000,-8340,2070,-47,187,-2
110000,-8340,2070,-49,293,9
113000,-8340,2070,-24,348,34
-26200,-5330,2070,-5,307,4
-23200,-5330,2070,-1,154,11
-20200,-5330,2070,-18,212,9
-17100,-5330,2070,-21,142,13
-14100,-5330,2070,-9,37,13
-11100,-5330,2070,37,50,4
-8050,-5330,2070,0,1,-1
-5030,-5330,2070,-1,28,-11
-2000,-5330,2070,0,0,0
1030,-5330,2070,0,0,0
4050,-5330,2070,0,0,0
7080,-5330,2070,0,0,0
10100,-5330,2070,0,0,0
13100,-5330,2070,-7,28,8
16200,-5330,2070,-28,77,14
19200,-5330,2070,-39,77,-5
22200,-5330,2070,1,9,-13
25200,-5330,2070,0,0,0
28300,-5330,2070,-25,61,-7
31300,-5330,2070,-23,78,-2
34300,-5330,2070,-10,42,2
37300,-5330,2070,22,11,-2
40400,-5330,2070,0,0,0
43400,-5330,2070,-47,101,-3
46400,-5330,2070,-60,139,-5
49400,-5330,2070,-37,64,-6
52500,-5330,2070,-1,23,2
55500,-5330,2070,5,12,-1
58500,-5330,2070,25,141,0
61600,-5330,2070,42,226,-2
64600,-5330,2070,28,121,2
67600,-5330,2070,0,0,0
70600,-5330,2070,11,115,13
73700,-5330,2070,-6,48,4
76700,-5330,2070,-6,0,-3
79700,-5330,2070,-7,49,-5
82700,-5330,2070,0,0,0
85800,-5330,2070,-2,72,-3
88800,-5330,2070,0,0,0
91800,-5330,2070,-1,26,-1
94800,-5330,2070,23,129,-3
97900,-5330,2070,16,37,4
101000,-5330,2070,0,0,0
104000,-5330,2070,-28,85,0
107000,-5330,2070,-56,204,2
110000,-5330,2070,-44,257,8
113000,-5330,2070,-23,298,34
-26200,-2310,2070,3,280,-3
-23200,-2310,2070,5,129,-3
-20200,-2310,2070,-2,179,1
-17100,-2310,2070,-14,91,4
-14100,-2310,2070,0,0,0
-11100,-2310,2070,-8,43,-17
-8050,-2310,2070,17,95,-18
-5030,-2310,2070,26,56,-10
-2000,-2310,2070,6,26,-14
1030,-2310,2070,-19,32,-9
4050,-2310,2070,-17,66,-10
7080,-2310,2070,-2,23,1
10100,-2310,2070,0,24,0
13100,-2310,2070,0,0,0
16200,-2310,2070,-20,75,0
19200,-2310,2070,-3,6,0
22200,-2310,2070,2,1,-1
25200,-2310,2070,7,96,-8
28300,-2310,2070,-34,62,-4
31300,-2310,2070,19,27,3
34300,-2310,2070,0,0,0
37300,-2310,2070,0,0,0
40400,-2310,2070,-32,65,-3
43400,-2310,2070,-77,141,-2
46400,-2310,2070,-55,99,2
49400,-2310,2070,0,0,0
52500,-2310,2070,0,0,0
55500,-2310,2070,0,0,0
58500,-2310,2070,18,116,-7
61600,-2310,2070,48,226,-5
64600,-2310,2070,28,131,1
67600,-2310,2070,0,0,0
70600,-2310,2070,0,0,0
73700,-2310,2070,2,27,4
76700,-2310,2070,0,0,0
79700,-2310,2070,-4,90,0
82700,-2310,2070,0,0,0
85800,-2310,2070,-15,66,1
88800,-2310,2070,6,1,1
91800,-2310,2070,2,15,2
94800,-2310,2070,2,99,7
97900,-2310,2070,-3,13,3
101000,-2310,2070,-7,19,-3
104000,-2310,2070,-29,124,-2
107000,-2310,2070,-40,203,3
110000,-2310,2070,-30,225,8
113000,-2310,2070,-19,268,30
-26200,708,2070,8,276,-6
-23200,708,2070,6,174,-9
-20200,708,2070,23,212,-8
-17100,708,2070,30,106,-6
-14100,708,2070,-3,34,-7
-11100,708,2070,-9,99,-12
-8050,708,2070,19,139,-11
-5030,708,2070,28,116,-9
-2000,708,2070,14,106,-12
1030,708,2070,-1,102,-13
4050,708,2070,1,67,-7
7080,708,2070,0,0,0
10100,708,2070,0,0,0
13100,708,2070,0,0,0
16200,708,2070,-13,114,-3
19200,708,2070,0,0,0
22200,708,2070,0,0,0
25200,708,2070,-27,154,0
28300,708,2070,0,0,0
31300,708,2070,0,0,0
34300,708,2070,7,93,-7
37300,708,2070,-23,27,-4
40400,708,2070,-78,115,-3
43400,708,2070,-72,125,3
46400,708,2070,-2,4,0
49400,708,2070,0,0,0
52500,708,2070,-20,12,-5
55500,708,2070,36,43,-10
58500,708,2070,37,120,-5
61600,708,2070,38,231,-5
64600,708,2070,37,180,-4
67600,708,2070,-1,37,-9
70600,708,2070,-3,23,-9
73700,708,2070,12,22,-1
76700,708,2070,-19,8,2
79700,708,2070,-49,66,-1
82700,708,2070,8,11,-11
85800,708,2070,21,60,-6
88800,708,2070,-9,3,-1
91800,708,2070,-19,17,0
94800,708,2070,6,69,5
97900,708,2070,20,21,-2
101000,708,2070,0,43,-2
104000,708,2070,-5,132,-1
107000,708,2070,-13,196,-1
110000,708,2070,-18,202,4
113000,708,2070,-12,252,23
-26200,3730,2070,0,283,-3
-23200,3730,2070,9,209,-1
-20200,3730,2070,19,214,-5
-17100,3730,2070,15,174,-10
-14100,3730,2070,-16,102,-6
-11100,3730,2070,-11,74,3
-8050,3730,2070,12,91,3
-5030,3730,2070,27,135,1
-2000,3730,2070,22,134,-3
1030,3730,2070,21,138,-9
4050,3730,2070,24,102,-11
7080,3730,2070,18,94,-19
10100,3730,2070,9,58,-13
13100,3730,2070,2,66,-15
16200,3730,2070,23,93,-5
19200,3730,2070,56,40,5
22200,3730,2070,-23,24,4
25200,3730,2070,-51,110,4
28300,3730,2070,49,29,-1
31300,3730,2070,-1,14,-2
34300,3730,2070,-36,101,-6
37300,3730,2070,-61,119,-6
40400,3730,2070,-75,113,-4
43400,3730,2070,-29,62,1
46400,3730,2070,0,0,0
49400,3730,2070,-30,78,-3
52500,3730,2070,0,0,0
55500,3730,2070,0,0,0
58500,3730,2070,-3,145,-3
61600,3730,2070,23,235,0
64600,3730,2070,16,198,5
67600,3730,2070,0,58,1
70600,3730,2070,0,0,0
73700,3730,2070,0,0,0
76700,3730,2070,0,0,0
79700,3730,2070,0,0,0
82700,3730,2070,0,0,0
85800,3730,2070,-14,116,-3
88800,3730,2070,0,0,0
91800,3730,2070,0,0,0
94800,3730,2070,0,0,0
97900,3730,2070,0,0,0
101000,3730,2070,16,57,-3
104000,3730,2070,14,146,-4
107000,3730,2070,5,194,-1
110000,3730,2070,-6,201,3
113000,3730,2070,-6,244,14
-26200,6740,2070,0,280,1
-23200,6740,2070,0,147,-2
-20200,6740,2070,6,220,-4
-17100,6740,2070,2,194,-5
-14100,6740,2070,-16,136,-5
-11100,6740,2070,0,0,0
-8050,6740,2070,13,42,7
-5030,6740,2070,21,109,11
-2000,6740,2070,24,132,3
1030,6740,2070,28,148,-2
4050,6740,2070,30,140,-5
7080,6740,2070,27,131,-8
10100,6740,2070,28,134,-7
13100,6740,2070,14,117,-3
16200,6740,2070,2,34,4
19200,6740,2070,27,30,6
22200,6740,2070,-3,56,12
25200,6740,2070,0,0,0
28300,6740,2070,-9,24,-2
31300,6740,2070,-23,85,-4
34300,6740,2070,-51,127,-3
37300,6740,2070,-62,149,-2
40400,6740,2070,-54,100,-3
43400,6740,2070,0,0,0
46400,6740,2070,-1,6,-1
49400,6740,2070,-1,51,5
52500,6740,2070,0,0,0
55500,6740,2070,-22,36,3
58500,6740,2070,-17,114,10
61600,6740,2070,20,188,6
64600,6740,2070,28,206,0
67600,6740,2070,10,76,-1
70600,6740,2070,0,0,0
73700,6740,2070,21,10,-11
76700,6740,2070,-4,51,1
79700,6740,2070,0,0,0
82700,6740,2070,0,0,0
85800,6740,2070,2,107,1
88800,6740,2070,0,0,0
91800,6740,2070,-42,3,-13
94800,6740,2070,4,8,-8
97900,6740,2070,0,0,0
101000,6740,2070,5,50,-2
104000,6740,2070,18,146,-4
107000,6740,2070,14,221,-2
110000,6740,2070,6,192,-1
113000,6740,2070,2,239,0
-26200,9760,2070,3,294,-6
-23200,9760,2070,-3,224,-11
-20200,9760,2070,5,219,-7
-17100,9760,2070,9,218,-7
-14100,9760,2070,19,145,-8
-11100,9760,2070,16,49,-15
-8050,9760,2070,0,0,0
-5030,9760,2070,5,50,13
-2000,9760,2070,19,107,9
1030,9760,2070,25,136,3
4050,9760,2070,37,161,-1
7080,9760,2070,36,133,-3
10100,9760,2070,41,152,0
13100,9760,2070,28,130,6
16200,9760,2070,-1,21,2
19200,9760,2070,-3,31,-2
22200,9760,2070,0,8,5
25200,9760,2070,2,2,-1
28300,9760,2070,-6,56,-5
31300,9760,2070,-27,119,-3
34300,9760,2070,-42,155,-3
37300,9760,2070,-42,142,0
40400,9760,2070,-23,65,3
43400,9760,2070,0,0,0
46400,9760,2070,-32,54,-5
49400,9760,2070,-1,2,0
52500,9760,2070,-4,17,-3
55500,9760,2070,-12,33,5
58500,9760,2070,5,16,6
61600,9760,2070,19,130,3
64600,9760,2070,45,208,2
67600,9760,2070,24,98,2
70600,9760,2070,0,0,0
73700,9760,2070,0,0,0
76700,9760,2070,12,68,-1
79700,9760,2070,-5,42,-3
82700,9760,2070,0,0,0
85800,9760,2070,17,82,-1
88800,9760,2070,-5,38,-4
91800,9760,2070,0,0,0
94800,9760,2070,0,0,0
97900,9760,2070,4,58,-11
101000,9760,2070,6,40,-3
104000,9760,2070,22,168,-5
107000,9760,2070,16,222,-3
110000,9760,2070,10,217,-3
113000,9760,2070,4,241,-7
-26200,12800,2070,0,302,-2
-23200,12800,2070,2,202,-2
-20200,12800,2070,8,210,-5
-17100,12800,2070,10,245,-8
-14100,12800,2070,12,177,-7
-11100,12800,2070,6,116,-11
-8050,12800,2070,-6,25,-11
-5030,12800,2070,0,0,0
-2000,12800,2070,10,58,14
1030,12800,2070,15,102,6
4050,12800,2070,35,134,2
7080,12800,2070,55,160,0
10100,12800,2070,50,142,0
13100,12800,2070,40,117,4
16200,12800,2070,0,0,0
19200,12800,2070,-10,40,6
22200,12800,2070,0,0,0
25200,12800,2070,-4,46,-9
28300,12800,2070,-5,101,-9
31300,12800,2070,-19,143,-6
34300,12800,2070,-22,157,-2
37300,12800,2070,-10,123,-1
40400,12800,2070,0,0,0
43400,12800,2070,-8,16,0
46400,12800,2070,-5,13,0
49400,12800,2070,0,0,0
52500,12800,2070,8,19,2
55500,12800,2070,0,0,0
58500,12800,2070,-7,23,0
61600,12800,2070,31,89,0
64600,12800,2070,41,190,0
67600,12800,2070,26,112,3
70600,12800,2070,0,0,0
73700,12800,2070,0,0,0
76700,12800,2070,4,46,1
79700,12800,2070,0,77,-5
82700,12800,2070,0,0,0
85800,12800,2070,-2,70,-6
88800,12800,2070,28,60,-1
91800,12800,2070,11,14,0
94800,12800,2070,-36,30,-2
97900,12800,2070,-9,57,-3
101000,12800,2070,0,0,0
104000,12800,2070,14,158,2
107000,12800,2070,15,239,-3
110000,12800,2070,9,235,-5
113000,12800,2070,5,240,-13
-26200,15800,2070,1,310,1
-23200,15800,2070,1,210,-1
-20200,15800,2070,0,188,0
-17100,15800,2070,5,249,0
-14100,15800,2070,1,216,-1
-11100,15800,2070,-13,145,-1
-8050,15800,2070,-17,50,-4
-5030,15800,2070,1,2,-2
-2000,15800,2070,0,0,0
1030,15800,2070,-1,53,10
4050,15800,2070,26,89,3
7080,15800,2070,58,128,-1
10100,15800,2070,67,145,-1
13100,15800,2070,55,128,1
16200,15800,2070,34,65,4
19200,15800,2070,0,0,0
22200,15800,2070,1,11,-7
25200,15800,2070,-4,80,-9
28300,15800,2070,-8,138,-9
31300,15800,2070,-10,167,-7
34300,15800,2070,-7,168,-3
37300,15800,2070,7,123,-2
40400,15800,2070,2,53,-3
43400,15800,2070,-15,51,0
46400,15800,2070,0,0,0
49400,15800,2070,0,0,0
52500,15800,2070,-14,39,-3
55500,15800,2070,0,0,0
58500,15800,2070,0,5,-1
61600,15800,2070,15,57,-6
64600,15800,2070,41,200,-5
67600,15800,2070,26,133,2
70600,15800,2070,0,0,0
73700,15800,2070,-1,12,0
76700,15800,2070,2,25,0
79700,15800,2070,10,97,-2
82700,15800,2070,-13,25,-2
85800,15800,2070,-21,66,1
88800,15800,2070,0,0,0
91800,15800,2070,2,66,2
94800,15800,2070,-40,59,1
97900,15800,2070,-23,13,-3
101000,15800,2070,-8,13,-3
104000,15800,2070,2,137,-2
107000,15800,2070,12,235,-3
110000,15800,2070,11,212,-5
113000,15800,2070,7,263,-15
-26200,18800,2070,0,293,11
-23200,18800,2070,6,214,10
-20200,18800,2070,0,220,3
-17100,18800,2070,2,231,2
-14100,18800,2070,-5,216,0
-11100,18800,2070,-19,125,2
-8050,18800,2070,-3,19,2
-5030,18800,2070,0,0,0
-2000,18800,2070,0,0,0
1030,18800,2070,0,0,0
4050,18800,2070,16,49,0
7080,18800,2070,52,77,1
10100,18800,2070,80,148,3
13100,18800,2070,53,136,7
16200,18800,2070,20,60,9
19200,18800,2070,0,0,0
22200,18800,2070,4,58,-13
25200,18800,2070,0,122,-11
28300,18800,2070,-6,151,-9
31300,18800,2070,-9,192,-8
34300,18800,2070,-9,154,-3
37300,18800,2070,1,116,2
40400,18800,2070,1,61,3
43400,18800,2070,0,0,0
46400,18800,2070,38,19,-3
49400,18800,2070,1,1,-1
52500,18800,2070,-17,42,-3
55500,18800,2070,-1,7,0
58500,18800,2070,10,33,-3
61600,18800,2070,1,31,0
64600,18800,2070,10,208,-1
67600,18800,2070,5,137,-7
70600,18800,2070,0,0,0
73700,18800,2070,2,21,-1
76700,18800,2070,0,1,0
79700,18800,2070,-18,103,3
82700,18800,2070,-11,40,-2
85800,18800,2070,3,72,-5
88800,18800,2070,0,0,0
91800,18800,2070,7,89,2
94800,18800,2070,4,66,0
97900,18800,2070,0,0,0
101000,18800,2070,0,0,0
104000,18800,2070,11,144,-2
107000,18800,2070,20,247,-4
110000,18800,2070,15,230,-6
113000,18800,2070,9,273,-14
-26200,21800,2070,-2,294,10
-23200,21800,2070,5,136,10
-20200,21800,2070,13,203,3
-17100,21800,2070,5,219,-3
-14100,21800,2070,6,237,-6
-11100,21800,2070,10,134,-7
-8050,21800,2070,0,0,0
-5030,21800,2070,5,17,-1
-2000,21800,2070,0,0,0
1030,21800,2070,1,3,3
4050,21800,2070,0,0,0
7080,21800,2070,30,16,0
10100,21800,2070,55,147,4
13100,21800,2070,22,138,12
16200,21800,2070,0,0,0
19200,21800,2070,26,41,-7
22200,21800,2070,2,119,-11
25200,21800,2070,-4,151,-9
28300,21800,2070,-14,222,-9
31300,21800,2070,-16,192,-2
34300,21800,2070,-9,143,2
37300,21800,2070,-4,80,5
40400,21800,2070,5,25,5
43400,21800,2070,31,35,-6
46400,21800,2070,0,0,0
49400,21800,2070,-5,64,-2
52500,21800,2070,5,17,-8
55500,21800,2070,0,0,0
58500,21800,2070,0,0,0
61600,21800,2070,-6,74,4
64600,21800,2070,-25,200,3
67600,21800,2070,-5,187,1
70600,21800,2070,0,0,0
73700,21800,2070,2,25,0
76700,21800,2070,0,0,0
79700,21800,2070,-11,114,0
82700,21800,2070,0,0,0
85800,21800,2070,15,79,2
88800,21800,2070,0,0,0
91800,21800,2070,-17,69,8
94800,21800,2070,8,54,2
97900,21800,2070,-10,3,-1
101000,21800,2070,-21,9,-4
104000,21800,2070,18,125,-1
107000,21800,2070,19,241,-2
110000,21800,2070,15,243,-4
113000,21800,2070,11,290,-10
-26200,24800,2070,1,274,-1
-23200,24800,2070,6,117,-1
-20200,24800,2070,8,191,-6
-17100,24800,2070,13,245,-10
-14100,24800,2070,12,238,-11
-11100,24800,2070,19,175,-14
-8050,24800,2070,14,95,-17
-5030,24800,2070,-6,7,-5
-2000,24800,2070,25,28,-6
1030,24800,2070,0,0,0
4050,24800,2070,0,0,0
7080,24800,2070,0,0,0
10100,24800,2070,-16,145,5
13100,24800,2070,-4,97,14
16200,24800,2070,0,0,0
19200,24800,2070,-12,65,-5
22200,24800,2070,-13,151,-6
25200,24800,2070,-20,193,-7
28300,24800,2070,-25,218,-4
31300,24800,2070,-20,178,1
34300,24800,2070,-14,128,1
37300,24800,2070,-8,56,3
40400,24800,2070,0,0,0
43400,24800,2070,2,18,-1
46400,24800,2070,23,24,3
49400,24800,2070,-12,52,4
52500,24800,2070,25,46,7
55500,24800,2070,0,0,0
58500,24800,2070,0,0,0
61600,24800,2070,-31,80,5
64600,24800,2070,-4,146,6
67600,24800,2070,8,170,-1
70600,24800,2070,0,26,-3
73700,24800,2070,2,15,0
76700,24800,2070,0,0,0
79700,24800,2070,-14,100,1
82700,24800,2070,0,0,0
85800,24800,2070,3,66,-1
88800,24800,2070,0,0,0
91800,24800,2070,-1,56,4
94800,24800,2070,0,0,0
97900,24800,2070,0,0,0
101000,24800,2070,0,0,0
104000,24800,2070,13,109,4
107000,24800,2070,23,247,5
110000,24800,2070,16,269,2
113000,24800,2070,6,290,-3
-26200,27900,2070,0,257,-13
-23200,27900,2070,0,112,-6
-20200,27900,2070,10,225,-7
-17100,27900,2070,13,301,-12
-14100,27900,2070,21,291,-14
-11100,27900,2070,29,203,-11
-8050,27900,2070,33,146,-11
-5030,27900,2070,34,63,-3
-2000,27900,2070,0,0,0
1030,27900,2070,9,48,2
4050,27900,2070,4,1,0
7080,27900,2070,-7,14,2
10100,27900,2070,-23,121,6
13100,27900,2070,0,0,0
16200,27900,2070,-2,7,-5
19200,27900,2070,-16,95,-6
22200,27900,2070,-24,174,-6
25200,27900,2070,-35,222,-4
28300,27900,2070,-31,222,1
31300,27900,2070,-17,168,3
34300,27900,2070,-21,117,1
37300,27900,2070,-7,36,0
40400,27900,2070,0,0,0
43400,27900,2070,0,0,0
46400,27900,2070,-11,45,-6
49400,27900,2070,0,0,0
52500,27900,2070,0,0,0
55500,27900,2070,0,0,0
58500,27900,2070,-41,20,15
61600,27900,2070,-9,6,5
64600,27900,2070,20,92,5
67600,27900,2070,7,186,3
70600,27900,2070,-2,46,-2
73700,27900,2070,-10,19,-3
76700,27900,2070,0,56,-1
79700,27900,2070,-12,78,1
82700,27900,2070,0,0,0
85800,27900,2070,5,79,-4
88800,27900,2070,0,0,0
91800,27900,2070,1,52,0
94800,27900,2070,0,0,0
97900,27900,2070,0,0,0
101000,27900,2070,0,0,0
104000,27900,2070,5,45,11
107000,27900,2070,18,197,11
110000,27900,2070,8,262,8
113000,27900,2070,-4,294,10
-26200,30900,2070,4,257,-15
-23200,30900,2070,-6,157,-12
-20200,30900,2070,2,237,-6
-17100,30900,2070,14,296,-6
-14100,30900,2070,23,293,-10
-11100,30900,2070,24,219,-7
-8050,30900,2070,36,173,-5
-5030,30900,2070,19,82,-5
-2000,30900,2070,5,24,-7
1030,30900,2070,-15,52,-4
4050,30900,2070,0,0,0
7080,30900,2070,-4,18,1
10100,30900,2070,-19,96,1
13100,30900,2070,0,0,0
16200,30900,2070,-9,58,-5
19200,30900,2070,-24,147,-9
22200,30900,2070,-39,197,-6
25200,30900,2070,-53,233,-3
28300,30900,2070,-24,165,2
31300,30900,2070,-7,156,3
34300,30900,2070,-14,109,4
37300,30900,2070,0,0,0
40400,30900,2070,0,0,0
43400,30900,2070,0,0,0
46400,30900,2070,-29,71,-4
49400,30900,2070,0,0,0
52500,30900,2070,27,19,-3
55500,30900,2070,35,34,-3
58500,30900,2070,9,8,-7
61600,30900,2070,0,0,0
64600,30900,2070,11,85,0
67600,30900,2070,9,173,1
70600,30900,2070,3,72,0
73700,30900,2070,0,0,0
76700,30900,2070,0,0,0
79700,30900,2070,6,83,0
82700,30900,2070,0,0,0
85800,30900,2070,-7,96,-5
88800,30900,2070,0,0,0
91800,30900,2070,-9,61,-2
94800,30900,2070,0,0,0
97900,30900,2070,25,17,3
101000,30900,2070,4,29,-2
104000,30900,2070,0,0,0
107000,30900,2070,0,151,5
110000,30900,2070,-8,274,9
113000,30900,2070,-10,302,25
-26200,33900,2070,1,278,-12
-23200,33900,2070,-1,195,-6
-20200,33900,2070,4,225,-5
-17100,33900,2070,10,283,-5
-14100,33900,2070,16,293,-6
-11100,33900,2070,16,242,-7
-8050,33900,2070,12,185,-5
-5030,33900,2070,8,138,-6
-2000,33900,2070,1,85,-6
1030,33900,2070,3,38,1
4050,33900,2070,-2,0,3
7080,33900,2070,-4,42,-1
10100,33900,2070,-9,76,1
13100,33900,2070,11,5,-1
16200,33900,2070,-16,89,-3
19200,33900,2070,-35,191,-7
22200,33900,2070,-52,232,-4
25200,33900,2070,-61,193,-2
28300,33900,2070,-34,127,0
31300,33900,2070,20,114,3
34300,33900,2070,41,118,3
37300,33900,2070,0,0,0
40400,33900,2070,0,0,0
43400,33900,2070,-10,41,-3
46400,33900,2070,4,46,-1
49400,33900,2070,0,0,0
52500,33900,2070,0,0,0
55500,33900,2070,0,0,0
58500,33900,2070,12,95,-8
61600,33900,2070,0,1,0
64600,33900,2070,1,49,4
67600,33900,2070,19,165,-4
70600,33900,2070,14,93,-1
73700,33900,2070,-21,17,-1
76700,33900,2070,-5,28,4
79700,33900,2070,26,69,1
82700,33900,2070,-42,48,-2
