X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
-17100,64100,16100,19,643,12
-14100,64100,16100,27,613,13
-11100,64100,16100,29,614,8
-8050,64100,16100,36,603,2
-5030,64100,16100,35,561,-3
-2000,64100,16100,33,530,-6
1030,64100,16100,26,489,-6
4050,64100,16100,15,493,-3
7080,64100,16100,7,502,0
10100,64100,16100,3,472,-2
13100,64100,16100,6,484,-7
16200,64100,16100,14,470,-4
19200,64100,16100,22,477,-10
22200,64100,16100,23,470,-13
25200,64100,16100,20,444,-15
28300,64100,16100,21,416,-16
31300,64100,16100,17,425,-17
34300,64100,16100,4,409,-15
37300,64100,16100,-7,406,-16
40400,64100,16100,-14,409,-10
43400,64100,16100,-14,441,-4
46400,64100,16100,-14,454,4
49400,64100,16100,-11,445,5
52500,64100,16100,-2,447,5
55500,64100,16100,8,467,4
58500,64100,16100,12,472,6
61600,64100,16100,11,479,6
64600,64100,16100,11,502,5
67600,64100,16100,8,497,4
70600,64100,16100,3,485,4
73700,64100,16100,-3,454,6
76700,64100,16100,-6,443,8
79700,64100,16100,-3,421,9
82700,64100,16100,1,390,9
85800,64100,16100,3,398,10
88800,64100,16100,3,380,7
91800,64100,16100,0,397,6
94800,64100,16100,-3,402,6
97900,64100,16100,-4,406,8
101000,64100,16100,2,418,10
104000,64100,16100,8,431,10
107000,64100,16100,9,464,7
110000,64100,16100,6,433,4
113000,64100,16100,2,292,1
-26200,67100,16100,-5,413,-3
-23200,67100,16100,-4,560,2
-20200,67100,16100,7,650,10
-17100,67100,16100,8,660,14
-14100,67100,16100,12,637,14
-11100,67100,16100,15,623,10
-8050,67100,16100,14,600,7
-5030,67100,16100,17,585,6
-2000,67100,16100,13,521,5
1030,67100,16100,14,515,2
4050,67100,16100,8,492,6
7080,67100,16100,2,500,7
10100,67100,16100,-1,513,8
13100,67100,16100,3,484,2
16200,67100,16100,10,473,3
19200,67100,16100,15,486,3
22200,67100,16100,11,498,-3
25200,67100,16100,6,484,-5
28300,67100,16100,1,426,-4
31300,67100,16100,9,420,-2
34300,67100,16100,1,401,-3
37300,67100,16100,-6,389,-2
40400,67100,16100,-5,405,2
43400,67100,16100,-4,439,5
46400,67100,16100,-3,474,12
49400,67100,16100,-7,452,11
52500,67100,16100,-1,427,5
55500,67100,16100,9,447,3
58500,67100,16100,11,493,4
61600,67100,16100,6,487,4
64600,67100,16100,6,495,2
67600,67100,16100,5,502,1
70600,67100,16100,1,496,2
73700,67100,16100,-4,491,7
76700,67100,16100,-8,461,10
79700,67100,16100,-6,415,11
82700,67100,16100,0,425,13
85800,67100,16100,0,410,11
88800,67100,16100,2,383,7
91800,67100,16100,3,405,4
94800,67100,16100,-1,414,3
97900,67100,16100,-1,415,7
101000,67100,16100,5,426,12
104000,67100,16100,9,432,11
107000,67100,16100,9,481,8
110000,67100,16100,4,468,3
113000,67100,16100,-1,302,-1
-26200,-71700,17300,22,909,-13
-23200,-71700,17300,22,909,-15
-20200,-71700,17300,13,936,-15
-17100,-71700,17300,4,939,-16
-14100,-71700,17300,-1,937,-15
-11100,-71700,17300,-5,934,-12
-8050,-71700,17300,-9,920,-18
-5030,-71700,17300,-12,919,-14
-2000,-71700,17300,-15,924,-15
1030,-71700,17300,-17,934,-15
4050,-71700,17300,-21,936,-11
7080,-71700,17300,-25,952,-6
10100,-71700,17300,-28,959,-7
13100,-71700,17300,-37,952,-6
16200,-71700,17300,-49,941,-9
19200,-71700,17300,-61,937,-6
22200,-71700,17300,-61,925,-5
25200,-71700,17300,-64,940,0
28300,-71700,17300,-49,934,-3
31300,-71700,17300,-31,946,-5
34300,-71700,17300,-19,933,-1
37300,-71700,17300,-8,948,-1
40400,-71700,17300,-6,931,-7
43400,-71700,17300,-6,949,-7
46400,-71700,17300,-7,934,-8
49400,-71700,17300,-6,934,-9
52500,-71700,17300,-2,935,-9
55500,-71700,17300,3,918,-8
58500,-71700,17300,4,924,-6
61600,-71700,17300,5,930,-5
64600,-71700,17300,4,933,-6
67600,-71700,17300,2,944,-6
70600,-71700,17300,1,939,-8
73700,-71700,17300,0,934,-11
76700,-71700,17300,-1,951,-8
79700,-71700,17300,-2,939,-9
82700,-71700,17300,-2,940,-9
85800,-71700,17300,0,936,-13
88800,-71700,17300,3,941,-9
91800,-71700,17300,3,947,-8
94800,-71700,17300,2,918,-9
97900,-71700,17300,1,931,-10
101000,-71700,17300,-1,943,-8
104000,-71700,17300,-6,945,-11
107000,-71700,17300,-12,946,-11
110000,-71700,17300,-22,930,-12
113000,-71700,17300,-19,913,-10
-26200,-68700,17300,28,704,-13
-23200,-68700,17300,31,775,-14
-20200,-68700,17300,22,799,-14
-17100,-68700,17300,8,822,-16
-14100,-68700,17300,-3,797,-16
-11100,-68700,17300,-11,800,-19
-8050,-68700,17300,-19,800,-19
-5030,-68700,17300,-27,776,-15
-2000,-68700,17300,-36,769,-16
1030,-68700,17300,-44,764,-13
4050,-68700,17300,-54,791,-15
7080,-68700,17300,-60,827,-15
10100,-68700,17300,-76,827,-17
13100,-68700,17300,-91,828,-10
16200,-68700,17300,-111,845,-9
19200,-68700,17300,-133,828,-3
22200,-68700,17300,-144,771,7
25200,-68700,17300,-138,805,5
28300,-68700,17300,-121,804,16
31300,-68700,17300,-77,754,18
34300,-68700,17300,-48,785,11
37300,-68700,17300,-26,793,7
40400,-68700,17300,-13,811,3
43400,-68700,17300,-11,802,0
46400,-68700,17300,-14,807,-1
49400,-68700,17300,-13,775,-2
52500,-68700,17300,-7,785,0
55500,-68700,17300,2,758,-1
58500,-68700,17300,7,779,-8
61600,-68700,17300,9,781,-5
64600,-68700,17300,7,799,-3
67600,-68700,17300,4,776,-6
70600,-68700,17300,1,803,-10
73700,-68700,17300,-1,774,-9
76700,-68700,17300,-3,790,-13
79700,-68700,17300,-4,793,-16
82700,-68700,17300,-3,782,-13
85800,-68700,17300,1,785,-11
88800,-68700,17300,7,815,-10
91800,-68700,17300,9,826,-12
94800,-68700,17300,9,816,-7
97900,-68700,17300,5,805,-11
101000,-68700,17300,0,813,-14
104000,-68700,17300,-6,818,-14
107000,-68700,17300,-18,843,-9
110000,-68700,17300,-27,784,-10
113000,-68700,17300,-27,767,-12
-26200,-65700,17300,20,549,-6
-23200,-65700,17300,28,675,-4
-20200,-65700,17300,20,693,-5
-17100,-65700,17300,9,668,-8
-14100,-65700,17300,-3,674,-11
-11100,-65700,17300,-14,676,-12
-8050,-65700,17300,-25,684,-12
-5030,-65700,17300,-38,688,-11
-2000,-65700,17300,-52,658,-10
1030,-65700,17300,-66,676,-10
4050,-65700,17300,-76,689,-12
7080,-65700,17300,-80,712,-14
10100,-65700,17300,-97,705,-11
13100,-65700,17300,-118,729,-9
16200,-65700,17300,-141,750,-8
19200,-65700,17300,-168,721,-2
22200,-65700,17300,-207,721,7
25200,-65700,17300,-201,704,22
28300,-65700,17300,-171,680,43
31300,-65700,17300,-126,676,49
34300,-65700,17300,-67,676,37
37300,-65700,17300,-39,693,22
40400,-65700,17300,-26,702,15
43400,-65700,17300,-18,722,15
46400,-65700,17300,-18,753,24
49400,-65700,17300,-13,714,19
52500,-65700,17300,-5,660,12
55500,-65700,17300,3,660,11
58500,-65700,17300,8,667,10
61600,-65700,17300,7,679,10
64600,-65700,17300,4,700,8
67600,-65700,17300,0,695,2
70600,-65700,17300,-3,676,0
73700,-65700,17300,-4,718,-2
76700,-65700,17300,-4,668,-5
79700,-65700,17300,-4,642,-3
82700,-65700,17300,-2,644,-1
85800,-65700,17300,2,659,3
88800,-65700,17300,9,694,2
91800,-65700,17300,15,714,1
94800,-65700,17300,16,727,0
97900,-65700,17300,16,719,0
101000,-65700,17300,10,699,0
104000,-65700,17300,1,709,1
107000,-65700,17300,-9,718,-1
110000,-65700,17300,-18,689,-1
113000,-65700,17300,-15,577,-5
-26200,-62600,17300,13,474,-1
-23200,-62600,17300,20,605,2
-20200,-62600,17300,15,611,2
-17100,-62600,17300,6,605,-6
-14100,-62600,17300,-2,598,-7
-11100,-62600,17300,-18,587,-9
-8050,-62600,17300,-31,607,-9
-5030,-62600,17300,-45,612,-7
-2000,-62600,17300,-66,623,-7
1030,-62600,17300,-77,588,-9
4050,-62600,17300,-89,612,-12
7080,-62600,17300,-97,622,-13
10100,-62600,17300,-110,632,-12
13100,-62600,17300,-127,651,-13
16200,-62600,17300,-146,660,-10
19200,-62600,17300,-179,679,-7
22200,-62600,17300,-233,680,-1
25200,-62600,17300,-262,653,24
28300,-62600,17300,-215,573,66
31300,-62600,17300,-136,585,77
34300,-62600,17300,-78,624,60
37300,-62600,17300,-56,632,37
40400,-62600,17300,-43,629,26
43400,-62600,17300,-36,635,26
46400,-62600,17300,-17,644,32
49400,-62600,17300,-3,607,27
52500,-62600,17300,6,624,25
55500,-62600,17300,8,628,20
58500,-62600,17300,7,584,22
61600,-62600,17300,1,625,23
64600,-62600,17300,-5,615,19
67600,-62600,17300,-10,608,16
70600,-62600,17300,-14,599,14
73700,-62600,17300,-13,603,9
76700,-62600,17300,-10,606,7
79700,-62600,17300,-7,573,9
82700,-62600,17300,-3,592,10
85800,-62600,17300,3,599,14
88800,-62600,17300,12,615,13
91800,-62600,17300,25,615,13
94800,-62600,17300,32,649,10
97900,-62600,17300,35,651,11
101000,-62600,17300,30,632,12
104000,-62600,17300,17,660,15
107000,-62600,17300,7,647,13
110000,-62600,17300,-4,636,9
113000,-62600,17300,-8,513,3
-26200,-59600,17300,8,417,4
-23200,-59600,17300,12,532,6
-20200,-59600,17300,9,584,5
-17100,-59600,17300,1,545,-1
-14100,-59600,17300,-8,550,-2
-11100,-59600,17300,-21,558,-5
-8050,-59600,17300,-34,553,-4
-5030,-59600,17300,-54,559,-4
-2000,-59600,17300,-71,569,-4
1030,-59600,17300,-87,562,-3
4050,-59600,17300,-95,540,-5
7080,-59600,17300,-107,563,-7
10100,-59600,17300,-113,555,-7
13100,-59600,17300,-123,563,-9
16200,-59600,17300,-141,609,-11
19200,-59600,17300,-164,654,-14
22200,-59600,17300,-210,670,-12
25200,-59600,17300,-230,576,4
28300,-59600,17300,-185,499,46
31300,-59600,17300,-132,500,77
34300,-59600,17300,-104,582,68
37300,-59600,17300,-105,636,56
40400,-59600,17300,-93,626,52
43400,-59600,17300,-60,620,48
46400,-59600,17300,-19,597,39
49400,-59600,17300,10,598,37
52500,-59600,17300,21,602,31
55500,-59600,17300,16,596,29
58500,-59600,17300,7,583,31
61600,-59600,17300,-7,593,33
64600,-59600,17300,-20,606,36
67600,-59600,17300,-26,601,31
70600,-59600,17300,-29,568,31
73700,-59600,17300,-25,571,26
76700,-59600,17300,-22,544,21
79700,-59600,17300,-18,521,22
82700,-59600,17300,-11,562,27
85800,-59600,17300,4,575,30
88800,-59600,17300,23,561,23
91800,-59600,17300,42,579,21
94800,-59600,17300,54,600,19
97900,-59600,17300,55,591,18
101000,-59600,17300,49,590,19
104000,-59600,17300,39,642,23
107000,-59600,17300,21,636,23
110000,-59600,17300,7,593,17
113000,-59600,17300,-2,473,8
-26200,-56600,17300,5,400,6
-23200,-56600,17300,6,535,8
-20200,-56600,17300,3,583,9
-17100,-56600,17300,-6,529,4
-14100,-56600,17300,-15,539,0
-11100,-56600,17300,-26,526,-1
-8050,-56600,17300,-40,551,-1
-5030,-56600,17300,-60,560,-1
-2000,-56600,17300,-73,528,0
1030,-56600,17300,-96,558,3
4050,-56600,17300,-105,526,4
7080,-56600,17300,-114,521,3
10100,-56600,17300,-116,520,2
13100,-56600,17300,-119,532,-1
16200,-56600,17300,-120,558,-3
19200,-56600,17300,-134,650,-10
22200,-56600,17300,-143,658,-22
25200,-56600,17300,-134,523,-35
28300,-56600,17300,-155,437,-32
31300,-56600,17300,-176,466,11
34300,-56600,17300,-194,594,45
37300,-56600,17300,-183,652,58
40400,-56600,17300,-139,631,62
43400,-56600,17300,-78,596,65
46400,-56600,17300,-20,570,57
49400,-56600,17300,20,564,49
52500,-56600,17300,34,595,40
55500,-56600,17300,26,598,36
58500,-56600,17300,6,630,33
61600,-56600,17300,-15,603,38
64600,-56600,17300,-34,648,44
67600,-56600,17300,-42,595,42
70600,-56600,17300,-45,569,44
73700,-56600,17300,-43,557,43
76700,-56600,17300,-39,560,41
79700,-56600,17300,-34,543,36
82700,-56600,17300,-19,543,41
85800,-56600,17300,10,539,42
88800,-56600,17300,42,562,41
91800,-56600,17300,64,548,36
94800,-56600,17300,84,589,38
97900,-56600,17300,76,559,32
101000,-56600,17300,68,602,31
104000,-56600,17300,58,666,38
107000,-56600,17300,36,639,34
110000,-56600,17300,16,599,26
113000,-56600,17300,4,457,13
-26200,-53600,17300,1,392,7
-23200,-53600,17300,1,520,11
-20200,-53600,17300,-5,572,10
-17100,-53600,17300,-12,507,7
-14100,-53600,17300,-22,487,3
-11100,-53600,17300,-31,492,2
-8050,-53600,17300,-46,516,2
-5030,-53600,17300,-60,521,2
-2000,-53600,17300,-77,541,3
1030,-53600,17300,-87,495,5
4050,-53600,17300,-112,530,10
7080,-53600,17300,-115,503,12
10100,-53600,17300,-112,495,12
13100,-53600,17300,-111,514,13
16200,-53600,17300,-97,515,9
19200,-53600,17300,-84,531,1
22200,-53600,17300,-85,599,-11
25200,-53600,17300,-86,523,-40
28300,-53600,17300,-144,447,-66
31300,-53600,17300,-220,458,-38
34300,-53600,17300,-278,618,25
37300,-53600,17300,-261,668,55
40400,-53600,17300,-189,615,70
43400,-53600,17300,-99,586,76
46400,-53600,17300,-15,567,65
49400,-53600,17300,31,564,52
52500,-53600,17300,41,606,38
55500,-53600,17300,30,603,34
58500,-53600,17300,-2,674,31
61600,-53600,17300,-29,683,34
64600,-53600,17300,-47,680,42
67600,-53600,17300,-58,646,46
70600,-53600,17300,-64,620,47
73700,-53600,17300,-60,583,53
76700,-53600,17300,-57,565,51
79700,-53600,17300,-48,542,48
82700,-53600,17300,-26,519,44
85800,-53600,17300,10,467,42
88800,-53600,17300,51,496,42
91800,-53600,17300,82,499,33
94800,-53600,17300,114,569,40
97900,-53600,17300,111,603,36
101000,-53600,17300,85,598,35
104000,-53600,17300,68,660,36
107000,-53600,17300,47,657,33
110000,-53600,17300,25,617,26
113000,-53600,17300,8,452,14
-26200,-50600,17300,-2,379,6
-23200,-50600,17300,-5,506,9
-20200,-50600,17300,-10,553,9
-17100,-50600,17300,-20,543,8
-14100,-50600,17300,-30,508,5
-11100,-50600,17300,-41,511,5
-8050,-50600,17300,-52,499,4
-5030,-50600,17300,-68,536,5
-2000,-50600,17300,-77,530,6
1030,-50600,17300,-90,515,10
4050,-50600,17300,-104,502,15
7080,-50600,17300,-112,503,20
10100,-50600,17300,-110,502,25
13100,-50600,17300,-97,486,26
16200,-50600,17300,-78,497,25
19200,-50600,17300,-57,534,23
22200,-50600,17300,-49,535,13
25200,-50600,17300,-71,550,-5
28300,-50600,17300,-148,563,-6
31300,-50600,17300,-245,597,-7
34300,-50600,17300,-312,648,30
37300,-50600,17300,-297,632,53
40400,-50600,17300,-215,553,71
43400,-50600,17300,-96,540,90
46400,-50600,17300,3,574,71
49400,-50600,17300,47,627,49
52500,-50600,17300,45,659,33
55500,-50600,17300,18,681,24
58500,-50600,17300,-13,695,20
61600,-50600,17300,-49,715,24
64600,-50600,17300,-61,685,31
67600,-50600,17300,-67,605,34
70600,-50600,17300,-88,719,47
73700,-50600,17300,-86,649,49
76700,-50600,17300,-70,573,51
79700,-50600,17300,-53,567,55
82700,-50600,17300,-34,531,55
85800,-50600,17300,0,490,52
88800,-50600,17300,52,482,52
91800,-50600,17300,116,521,44
94800,-50600,17300,141,581,32
97900,-50600,17300,127,608,27
101000,-50600,17300,97,638,27
104000,-50600,17300,71,659,26
107000,-50600,17300,51,689,25
110000,-50600,17300,28,633,21
113000,-50600,17300,9,477,11
-26200,-47600,17300,-3,396,4
-23200,-47600,17300,-7,487,6
-20200,-47600,17300,-13,533,8
-17100,-47600,17300,-24,546,9
-14100,-47600,17300,-35,514,8
-11100,-47600,17300,-46,493,6
-8050,-47600,17300,-64,544,7
-5030,-47600,17300,-70,534,7
-2000,-47600,17300,-76,534,9
1030,-47600,17300,-86,542,12
4050,-47600,17300,-98,545,18
7080,-47600,17300,-103,522,26
10100,-47600,17300,-108,549,36
13100,-47600,17300,-86,531,41
16200,-47600,17300,-53,517,39
19200,-47600,17300,-29,564,35
22200,-47600,17300,-21,612,29
25200,-47600,17300,-45,659,26
28300,-47600,17300,-109,684,20
31300,-47600,17300,-184,739,17
34300,-47600,17300,-266,742,29
37300,-47600,17300,-250,628,46
40400,-47600,17300,-137,396,65
43400,-47600,17300,-67,398,106
46400,-47600,17300,2,552,85
49400,-47600,17300,55,671,49
52500,-47600,17300,47,711,25
55500,-47600,17300,5,757,14
58500,-47600,17300,-39,770,12
61600,-47600,17300,-77,785,15
64600,-47600,17300,-89,744,20
67600,-47600,17300,-102,746,26
70600,-47600,17300,-105,703,30
73700,-47600,17300,-101,680,38
76700,-47600,17300,-77,639,47
79700,-47600,17300,-50,628,55
82700,-47600,17300,-33,588,64
85800,-47600,17300,-17,535,68
88800,-47600,17300,44,475,75
91800,-47600,17300,121,482,65
94800,-47600,17300,169,608,40
97900,-47600,17300,136,672,21
101000,-47600,17300,103,722,18
104000,-47600,17300,69,708,16
107000,-47600,17300,42,715,11
110000,-47600,17300,17,679,5
113000,-47600,17300,7,531,5
-26200,-44500,17300,-4,366,2
-23200,-44500,17300,-9,504,4
-20200,-44500,17300,-17,548,6
-17100,-44500,17300,-28,560,8
-14100,-44500,17300,-42,571,10
-11100,-44500,17300,-52,520,9
-8050,-44500,17300,-62,525,10
-5030,-44500,17300,-70,544,11
-2000,-44500,17300,-71,542,13
1030,-44500,17300,-73,559,15
4050,-44500,17300,-73,531,17
7080,-44500,17300,-87,551,27
10100,-44500,17300,-84,570,40
13100,-44500,17300,-50,537,43
16200,-44500,17300,-26,553,47
19200,-44500,17300,-3,589,39
22200,-44500,17300,11,644,26
25200,-44500,17300,2,672,14
28300,-44500,17300,-39,736,7
31300,-44500,17300,-93,786,5
34300,-44500,17300,-140,772,6
37300,-44500,17300,-140,591,16
40400,-44500,17300,-58,315,21
43400,-44500,17300,-106,512,40
46400,-44500,17300,-66,453,68
49400,-44500,17300,-18,640,64
52500,-44500,17300,37,758,30
55500,-44500,17300,-8,791,7
58500,-44500,17300,-55,776,5
61600,-44500,17300,-107,812,10
64600,-44500,17300,-127,791,19
67600,-44500,17300,-122,735,23
70600,-44500,17300,-111,693,29
73700,-44500,17300,-92,650,33
76700,-44500,17300,-66,661,43
79700,-44500,17300,-25,634,48
82700,-44500,17300,1,658,57
85800,-44500,17300,19,554,66
88800,-44500,17300,51,430,69
91800,-44500,17300,82,447,71
94800,-44500,17300,133,597,42
97900,-44500,17300,108,719,14
101000,-44500,17300,66,741,4
104000,-44500,17300,50,807,-1
107000,-44500,17300,23,802,-11
110000,-44500,17300,1,682,-8
113000,-44500,17300,-1,500,-4
-26200,-41500,17300,-5,360,1
-23200,-41500,17300,-13,513,2
-20200,-41500,17300,-21,544,4
-17100,-41500,17300,-30,512,6
-14100,-41500,17300,-41,527,8
-11100,-41500,17300,-53,522,11
-8050,-41500,17300,-65,560,14
-5030,-41500,17300,-65,533,15
-2000,-41500,17300,-64,557,17
1030,-41500,17300,-56,540,16
4050,-41500,17300,-50,526,18
7080,-41500,17300,-47,566,19
10100,-41500,17300,-42,576,26
13100,-41500,17300,-17,585,34
16200,-41500,17300,3,608,39
19200,-41500,17300,21,624,32
22200,-41500,17300,41,670,18
25200,-41500,17300,44,707,0
28300,-41500,17300,16,726,-15
31300,-41500,17300,1,800,-26
34300,-41500,17300,5,793,-29
37300,-41500,17300,5,520,-46
40400,-41500,17300,-65,419,-68
43400,-41500,17300,-106,475,-23
46400,-41500,17300,-153,530,15
49400,-41500,17300,-91,563,76
52500,-41500,17300,-10,699,38
55500,-41500,17300,-37,830,7
58500,-41500,17300,-81,807,-2
61600,-41500,17300,-124,807,4
64600,-41500,17300,-142,810,18
67600,-41500,17300,-134,768,33
70600,-41500,17300,-126,747,40
73700,-41500,17300,-110,702,45
76700,-41500,17300,-78,675,51
79700,-41500,17300,-5,629,50
82700,-41500,17300,65,626,40
85800,-41500,17300,107,540,31
88800,-41500,17300,94,462,7
91800,-41500,17300,59,458,-13
94800,-41500,17300,33,544,-15
97900,-41500,17300,23,733,-6
101000,-41500,17300,22,814,-8
104000,-41500,17300,10,819,-21
107000,-41500,17300,0,783,-22
110000,-41500,17300,-6,655,-14
113000,-41500,17300,-3,475,-8
-26200,-38500,17300,-7,365,3
-23200,-38500,17300,-16,502,5
-20200,-38500,17300,-29,570,6
-17100,-38500,17300,-43,605,8
-14100,-38500,17300,-49,533,9
-11100,-38500,17300,-58,549,13
-8050,-38500,17300,-62,562,14
-5030,-38500,17300,-64,588,22
-2000,-38500,17300,-53,538,21
1030,-38500,17300,-40,570,24
4050,-38500,17300,-24,575,20
7080,-38500,17300,-7,591,15
10100,-38500,17300,0,565,12
13100,-38500,17300,15,594,12
16200,-38500,17300,29,617,11
19200,-38500,17300,41,630,9
22200,-38500,17300,57,673,4
25200,-38500,17300,62,685,-9
28300,-38500,17300,61,738,-25
31300,-38500,17300,56,727,-37
34300,-38500,17300,82,709,-46
37300,-38500,17300,90,553,-82
40400,-38500,17300,-5,476,-128
43400,-38500,17300,-111,385,-106
46400,-38500,17300,-153,501,-56
49400,-38500,17300,-146,563,4
52500,-38500,17300,-106,661,13
55500,-38500,17300,-102,853,-1
58500,-38500,17300,-103,816,-9
61600,-38500,17300,-129,838,-11
64600,-38500,17300,-140,839,3
67600,-38500,17300,-136,815,19
70600,-38500,17300,-138,809,30
73700,-38500,17300,-133,733,42
76700,-38500,17300,-109,672,62
79700,-38500,17300,-7,563,72
82700,-38500,17300,155,581,42
85800,-38500,17300,209,575,-26
88800,-38500,17300,149,533,-83
91800,-38500,17300,22,469,-76
94800,-38500,17300,-60,592,-55
97900,-38500,17300,-68,710,-24
101000,-38500,17300,-37,802,-16
104000,-38500,17300,-32,748,-22
107000,-38500,17300,-20,713,-22
110000,-38500,17300,-9,642,-16
113000,-38500,17300,-3,428,-9
-26200,-35500,17300,-10,370,4
-23200,-35500,17300,-22,526,5
-20200,-35500,17300,-36,604,5
-17100,-35500,17300,-49,615,7
-14100,-35500,17300,-58,576,10
-11100,-35500,17300,-67,593,14
-8050,-35500,17300,-57,515,16
-5030,-35500,17300,-56,551,24
-2000,-35500,17300,-42,541,29
1030,-35500,17300,-25,556,31
4050,-35500,17300,-2,588,25
7080,-35500,17300,20,571,16
10100,-35500,17300,33,565,7
13100,-35500,17300,42,576,-6
16200,-35500,17300,48,574,-13
19200,-35500,17300,55,595,-15
22200,-35500,17300,57,619,-12
25200,-35500,17300,59,642,-14
28300,-35500,17300,71,629,-19
31300,-35500,17300,76,619,-32
34300,-35500,17300,92,613,-44
37300,-35500,17300,89,571,-64
40400,-35500,17300,31,483,-85
43400,-35500,17300,-49,428,-98
46400,-35500,17300,-123,459,-110
49400,-35500,17300,-163,464,-78
52500,-35500,17300,-211,710,-25
55500,-35500,17300,-157,815,-9
58500,-35500,17300,-123,801,-13
61600,-35500,17300,-124,801,-19
64600,-35500,17300,-126,815,-19
67600,-35500,17300,-125,826,-9
70600,-35500,17300,-120,809,1
73700,-35500,17300,-129,814,15
76700,-35500,17300,-102,650,40
79700,-35500,17300,-19,432,63
82700,-35500,17300,92,332,33
85800,-35500,17300,186,536,-41
88800,-35500,17300,110,582,-76
91800,-35500,17300,-28,535,-69
94800,-35500,17300,-106,600,-46
97900,-35500,17300,-105,678,-23
101000,-35500,17300,-76,709,-15
104000,-35500,17300,-45,639,-14
107000,-35500,17300,-26,656,-14
110000,-35500,17300,-11,611,-11
113000,-35500,17300,-1,435,-7
-26200,-32500,17300,-11,383,2
-23200,-32500,17300,-23,552,3
-20200,-32500,17300,-40,614,3
-17100,-32500,17300,-50,568,3
-14100,-32500,17300,-60,565,6
-11100,-32500,17300,-69,581,14
-8050,-32500,17300,-68,594,24
-5030,-32500,17300,-56,554,32
-2000,-32500,17300,-37,575,43
1030,-32500,17300,-14,531,39
4050,-32500,17300,12,560,33
7080,-32500,17300,31,542,23
10100,-32500,17300,53,546,14
13100,-32500,17300,64,549,-3
16200,-32500,17300,64,539,-16
19200,-32500,17300,60,544,-21
22200,-32500,17300,56,585,-21
25200,-32500,17300,53,594,-17
28300,-32500,17300,63,578,-21
31300,-32500,17300,74,587,-27
34300,-32500,17300,75,553,-33
37300,-32500,17300,65,505,-37
40400,-32500,17300,32,450,-43
43400,-32500,17300,-21,434,-59
46400,-32500,17300,-94,441,-76
49400,-32500,17300,-194,549,-69
52500,-32500,17300,-237,677,-38
55500,-32500,17300,-189,717,-17
58500,-32500,17300,-141,758,-10
61600,-32500,17300,-118,758,-15
64600,-32500,17300,-108,750,-24
67600,-32500,17300,-98,760,-27
70600,-32500,17300,-87,781,-23
73700,-32500,17300,-72,768,-24
76700,-32500,17300,-43,563,-13
79700,-32500,17300,10,330,18
82700,-32500,17300,47,286,-24
85800,-32500,17300,39,467,-43
88800,-32500,17300,19,589,-45
91800,-32500,17300,-51,560,-32
94800,-32500,17300,-103,582,-24
97900,-32500,17300,-123,664,-16
101000,-32500,17300,-89,670,-11
104000,-32500,17300,-49,602,-8
107000,-32500,17300,-22,635,-8
110000,-32500,17300,-7,544,-5
113000,-32500,17300,-1,411,-3
-26200,-29500,17300,-12,439,0
-23200,-29500,17300,-23,580,0
-20200,-29500,17300,-35,596,1
-17100,-29500,17300,-49,592,4
-14100,-29500,17300,-64,588,9
-11100,-29500,17300,-73,589,17
-8050,-29500,17300,-69,588,28
-5030,-29500,17300,-54,575,41
-2000,-29500,17300,-32,609,53
1030,-29500,17300,-7,611,53
4050,-29500,17300,18,622,48
7080,-29500,17300,38,573,37
10100,-29500,17300,56,562,27
13100,-29500,17300,70,533,15
16200,-29500,17300,68,521,1
19200,-29500,17300,58,526,-9
22200,-29500,17300,54,566,-15
25200,-29500,17300,51,571,-20
28300,-29500,17300,50,543,-19
31300,-29500,17300,51,541,-20
34300,-29500,17300,52,522,-21
37300,-29500,17300,42,453,-16
40400,-29500,17300,29,438,-19
43400,-29500,17300,-4,464,-21
46400,-29500,17300,-65,472,-31
49400,-29500,17300,-140,545,-36
52500,-29500,17300,-185,616,-24
55500,-29500,17300,-177,681,-14
58500,-29500,17300,-146,712,-8
61600,-29500,17300,-108,677,-2
64600,-29500,17300,-91,691,-16
67600,-29500,17300,-82,724,-26
70600,-29500,17300,-55,699,-30
73700,-29500,17300,-19,659,-40
76700,-29500,17300,15,521,-55
79700,-29500,17300,18,305,-54
82700,-29500,17300,-23,285,-48
85800,-29500,17300,-58,473,-25
88800,-29500,17300,-62,558,-14
91800,-29500,17300,-76,587,-9
94800,-29500,17300,-103,591,-6
97900,-29500,17300,-116,606,-2
101000,-29500,17300,-96,645,-2
104000,-29500,17300,-50,615,-2
107000,-29500,17300,-12,603,0
110000,-29500,17300,1,581,-1
113000,-29500,17300,2,410,1
-26200,-26400,17300,-9,461,-3
-23200,-26400,17300,-18,565,-2
-20200,-26400,17300,-31,634,1
-17100,-26400,17300,-45,605,5
-14100,-26400,17300,-63,615,11
-11100,-26400,17300,-74,614,19
-8050,-26400,17300,-73,626,31
-5030,-26400,17300,-55,615,43
-2000,-26400,17300,-22,667,58
1030,-26400,17300,6,655,61
4050,-26400,17300,30,676,55
7080,-26400,17300,46,644,43
10100,-26400,17300,53,610,34
13100,-26400,17300,57,583,26
16200,-26400,17300,53,552,15
19200,-26400,17300,44,550,3
22200,-26400,17300,39,529,-7
25200,-26400,17300,34,574,-16
28300,-26400,17300,25,531,-18
31300,-26400,17300,22,526,-12
